Predicate,no predicates,GT,GT Pred CLS,GT Neg,Baseline,Base Pred CLS,Base Neg,Base BLEURT,Base BART,Base BERT,Base BLEU4,Base Meteor,Base Other COCO,After Constrain,Cons Pred CLS,Cons Neg,Cons BLEURT,Cons BART,Cons BERT,Cons BLEU4,Cons Meteor,Cons Other COCO,Cons-Baseline CLS Gap,GT-Baseline CLS Gap,GT-Cons CLS Gap,Cons-Base BLEURT gap,Cons-Base BART gap,Cons-Baseline BERT Gap,Cons-Baseline BLEU Gap,Cons-Baseline METEOR Gap
"{'predicate: origin, subject: aaron deer, object: united states, sentence: ', 'predicate: origin, subject: aaron deer, object: indiana, sentence: ', 'predicate: genre, subject: aaron deer, object: psychedelia, sentence: '}",3,Aaron Deer is an American from Indiana who performs Psychedelia music.,0.34544988,"['predicate: origin, subject: aaron deer, object: united states, sentence: aaron deer is an american from indiana who performs psychedelia music.', 'predicate: origin, subject: aaron deer, object: united states, sentence: american, aaron deer, whose genre is psychedelia, is from indiana.', 'predicate: origin, subject: aaron deer, object: united states, sentence: american aaron deer, comes from indiana and performs psychedelia music.', 'predicate: origin, subject: aaron deer, object: indiana, sentence: aaron deer is an american from indiana who performs psychedelia music.', 'predicate: origin, subject: aaron deer, object: indiana, sentence: american, aaron deer, whose genre is psychedelia, is from indiana.', 'predicate: origin, subject: aaron deer, object: indiana, sentence: american aaron deer, comes from indiana and performs psychedelia music.']","aaron deer is from indiana, united states and his genre is psychedelia",0.334346841,"['predicate: origin, subject: aaron deer, object: united states, sentence: aaron deer is from indiana, united states and his genre is psychedelia', 'predicate: origin, subject: aaron deer, object: indiana, sentence: aaron deer is from indiana, united states and his genre is psychedelia']",0.569431484,-2.606342316,0.9408814,6.08E-05,0.409062774,"{'image_id': 'inst-901', 'Bleu_1': 0.7499999999375001, 'Bleu_2': 0.6396021490111085, 'Bleu_3': 0.49695114366251475, 'Bleu_4': 6.076795807552264e-05, 'METEOR': 0.4090627743212273, 'ROUGE_L': 0.5545454545454546, 'CIDEr': 3.066330484971604}","aaron deer is from indiana, united states and performs psychedelia music",0.331058647,"['predicate: origin, subject: aaron deer, object: united states, sentence: aaron deer is from indiana, united states and performs psychedelia music', 'predicate: origin, subject: aaron deer, object: indiana, sentence: aaron deer is from indiana, united states and performs psychedelia music']",0.660633981,-1.897082567,0.95846677,0.422346442,0.482858835,"{'image_id': 'inst-901', 'Bleu_1': 0.818181818033058, 'Bleu_2': 0.756787468523232, 'Bleu_3': 0.6337555592874683, 'Bleu_4': 0.4223464418373284, 'METEOR': 0.482858835319761, 'ROUGE_L': 0.768503937007874, 'CIDEr': 4.066230478533434}",-0.003288193,0.01110304,0.014391233,0.091202497,0.709259748,0.017585397,0.422285674,0.073796061
"{'predicate: club, subject: luciano spalletti, object: empoli f.c., sentence: ', 'predicate: club, subject: luciano spalletti, object: udinese calcio, sentence: ', 'predicate: manager, subject: a.s. roma, object: luciano spalletti, sentence: '}",3,The manager of A.S. Roma is Luciano Spalletti who used to play for Udinese Calcio but now plays for Empoli FC.,0.999933468,,luciano spalletti manages a.s. roma and plays for udinese calcio and empoli f.c,0.999933124,,0.796260655,-1.222329617,0.9713732,0.68186824,0.441302499,"{'image_id': 'inst-1071', 'Bleu_1': 0.8574039190285333, 'Bleu_2': 0.8209017543718071, 'Bleu_3': 0.7490113140465778, 'Bleu_4': 0.6818682395261363, 'METEOR': 0.4413024988887282, 'ROUGE_L': 0.6770255271920089, 'CIDEr': 3.7057231641805872}",luciano spalletti has been manager of as roma and played for udinese calcio and empoli f.c,0.999925296,,0.660766363,-1.869122386,0.9550179,0.431337573,0.388073309,"{'image_id': 'inst-1071', 'Bleu_1': 0.8749999998906252, 'Bleu_2': 0.7245688372173914, 'Bleu_3': 0.5313292845225702, 'Bleu_4': 0.43133757294576114, 'METEOR': 0.38807330915583216, 'ROUGE_L': 0.5625, 'CIDEr': 3.330466297131573}",-7.83E-06,3.44E-07,8.17E-06,-0.135494292,-0.646792769,-0.016355276,-0.250530667,-0.05322919
"{'predicate: ethnic group, subject: united states, object: native americans in the united states, sentence: ', 'predicate: leader title, subject: albuquerque, new mexico, object: new mexico senate, sentence: ', 'predicate: leader, subject: united states, object: barack obama, sentence: ', 'predicate: country, subject: albuquerque, new mexico, object: united states, sentence: '}",4,"Albuquerque, New Mexico is in the United States and led by the New Mexico Senate. The leader in the U.S. is Barack Obama. An ethnic group there is Native Americans.",0.999876137,,"the new mexico senate leads albuquerque, new mexico, united states. barack obama is the leader of the united states, where native americans are one of the ethnic groups",0.999894187,,0.661952198,-1.549476266,0.9360158,0.551471564,0.399816712,"{'image_id': 'inst-1337', 'Bleu_1': 0.897810537507607, 'Bleu_2': 0.7868916696294874, 'Bleu_3': 0.6771026542236841, 'Bleu_4': 0.5514715635911396, 'METEOR': 0.3998167124250468, 'ROUGE_L': 0.5815677966101694, 'CIDEr': 2.5474848324250647}","the new mexico senate leads albuquerque, new mexico, united states. barack obama is the leader of the united states, where native americans are one of the ethnic groups",0.999894187,,0.661952198,-1.549476266,0.9360158,0.551471564,0.399816712,"{'image_id': 'inst-1337', 'Bleu_1': 0.897810537507607, 'Bleu_2': 0.7868916696294874, 'Bleu_3': 0.6771026542236841, 'Bleu_4': 0.5514715635911396, 'METEOR': 0.3998167124250468, 'ROUGE_L': 0.5815677966101694, 'CIDEr': 2.5474848324250647}",0,-1.81E-05,-1.81E-05,0,0,0,0,0
"{'predicate: preceded by, subject: 1634: the bavarian crisis, object: 1634: the ram rebellion, sentence: ', 'predicate: language, subject: 1634: the ram rebellion, object: english language, sentence: ', 'predicate: author, subject: 1634: the bavarian crisis, object: eric flint, sentence: '}",3,1634: The Ram Rebellion was written in English and preceded 1634 The Bavarian Crisis written by Eric Flint.,0.999907229,,eric flint is the author of 1634: the bavarian crisis which was preceded by 1634: the ram rebellion which is written in english,0.99991862,,0.662087619,-1.800737023,0.9263527,0.493801554,0.450626087,"{'image_id': 'inst-1088', 'Bleu_1': 0.7826086956181475, 'Bleu_2': 0.6800371996032634, 'Bleu_3': 0.5830370923086967, 'Bleu_4': 0.493801554170638, 'METEOR': 0.45062608709968016, 'ROUGE_L': 0.598528209321341, 'CIDEr': 3.360839859280382}",eric flint is the author of 1634: the bavarian crisis which was preceded by 1634: the ram rebellion which is written in english,0.99991862,,0.662087619,-1.800736785,0.92635244,0.493801554,0.450626087,"{'image_id': 'inst-1088', 'Bleu_1': 0.7826086956181475, 'Bleu_2': 0.6800371996032634, 'Bleu_3': 0.5830370923086967, 'Bleu_4': 0.493801554170638, 'METEOR': 0.45062608709968016, 'ROUGE_L': 0.598528209321341, 'CIDEr': 3.360839859280382}",0,-1.14E-05,-1.14E-05,0,2.38E-07,-2.38E-07,0,0
"{'predicate: architect, subject: adare manor, object: lewis nockalls cottingham, sentence: ', 'predicate: completion date, subject: adare manor, object: 1862, sentence: ', 'predicate: owner, subject: adare manor, object: j. p. mcmanus, sentence: '}",3,"Lewis Nockalls Cottingham is the architect of Adare Manor, which was completed in 1862, and is owned by JP McManus.",0.999765893,,"adare manor, designed by lewis nockalls cottingham, was completed in 1862 and is owned by j p mcmanus",0.999936104,,0.662417829,-1.087453008,0.9423814,0.500930366,0.406078229,"{'image_id': 'inst-949', 'Bleu_1': 0.7882995573347158, 'Bleu_2': 0.6946304025974335, 'Bleu_3': 0.5845020702955671, 'Bleu_4': 0.5009303657140431, 'METEOR': 0.40607822862422666, 'ROUGE_L': 0.6256410256410255, 'CIDEr': 4.2177044387264795}","adare manor, designed by lewis nockalls cottingham, was completed in 1862 and is owned by j p mcmanus",0.999936104,,0.662417829,-1.087453008,0.9423814,0.500930366,0.406078229,"{'image_id': 'inst-949', 'Bleu_1': 0.7882995573347158, 'Bleu_2': 0.6946304025974335, 'Bleu_3': 0.5845020702955671, 'Bleu_4': 0.5009303657140431, 'METEOR': 0.40607822862422666, 'ROUGE_L': 0.6256410256410255, 'CIDEr': 4.2177044387264795}",0,-0.000170211,-0.000170211,0,0,0,0,0
"{'predicate: population density, subject: arlington, texas, object: 1472.0 (inhabitants per square kilometre), sentence: ', 'predicate: area total, subject: arlington, texas, object: 258.2 (square kilometres), sentence: ', 'predicate: elevation above the sea level, subject: arlington, texas, object: 184.0, sentence: '}",3,"Arlington, Texas, which is elevated 184 above sea level, has a population density, of 1472.0 inhabitants per sq km and a total area of 258.2 sq km.",0.999904513,,"arlington, texas is located at 184.0 above sea level and has a population density of 1472 people for each of its 258.2 square kilometres",0.670886173,"['predicate: area total, subject: arlington, texas, object: 258.2 (square kilometres), sentence: arlington, texas is located at 184.0 above sea level and has a population density of 1472 people for each of its 258.2 square kilometres']",0.663413167,-1.621804833,0.9249049,0.337889237,0.352402981,"{'image_id': 'inst-982', 'Bleu_1': 0.6794258653956874, 'Bleu_2': 0.5582846163691519, 'Bleu_3': 0.45648904456669237, 'Bleu_4': 0.337889237317691, 'METEOR': 0.3524029811993341, 'ROUGE_L': 0.5559895833333334, 'CIDEr': 2.3944241326884077}","arlington, texas is located at 184.0 above sea level and has a population density of 1472 people for each of its 258.2 square kilometres",0.670886173,"['predicate: area total, subject: arlington, texas, object: 258.2 (square kilometres), sentence: arlington, texas is located at 184.0 above sea level and has a population density of 1472 people for each of its 258.2 square kilometres']",0.663413167,-1.621804833,0.9249049,0.337889237,0.352402981,"{'image_id': 'inst-982', 'Bleu_1': 0.6794258653956874, 'Bleu_2': 0.5582846163691519, 'Bleu_3': 0.45648904456669237, 'Bleu_4': 0.337889237317691, 'METEOR': 0.3524029811993341, 'ROUGE_L': 0.5559895833333334, 'CIDEr': 2.3944241326884077}",0,0.32901834,0.32901834,0,0,0,0,0
"{'predicate: genre, subject: al anderson (nrbq band), object: rock music, sentence: ', 'predicate: stylistic origin, subject: rock music, object: country music, sentence: ', 'predicate: music fusion genre, subject: rock music, object: bhangra (music), sentence: ', 'predicate: instrument, subject: al anderson (nrbq band), object: guitar, sentence: '}",4,"AI Anderson from the band NRBQ plays the guitar and performs rock music. Rock music originated from country music, and a musical fusion of rock music is bhangra music.",0.994405831,,al anderson plays the guitar for the rock band nrbq. rock music originates from country music and is part of the fusion genre bhangra,0.782730862,"['predicate: stylistic origin, subject: rock music, object: country music, sentence: al anderson plays the guitar for the rock band nrbq. rock music originates from country music and is part of the fusion genre bhangra']",0.663829863,-2.582671404,0.94048923,0.209376317,0.344130391,"{'image_id': 'inst-1255', 'Bleu_1': 0.7283684948541834, 'Bleu_2': 0.512079404883296, 'Bleu_3': 0.35267410606361416, 'Bleu_4': 0.20937631656443656, 'METEOR': 0.3441303909851987, 'ROUGE_L': 0.5559895833333334, 'CIDEr': 2.179158084909765}",al anderson plays the guitar for the rock band nrbq. rock music originated from country music and is part of the fusion genre bhangra,0.995274693,,0.663529575,-2.55768466,0.9424742,0.362709314,0.353348169,"{'image_id': 'inst-1255', 'Bleu_1': 0.7667036787938774, 'Bleu_2': 0.5808320796847138, 'Bleu_3': 0.4622338865018453, 'Bleu_4': 0.3627093139167909, 'METEOR': 0.3533481693151594, 'ROUGE_L': 0.595703125, 'CIDEr': 2.5216145864308563}",0.21254383,0.211674968,-0.000868862,-0.000300288,0.024986744,0.001984954,0.153332997,0.009217778
"{'predicate: draft pick, subject: akeem ayers, object: 39, sentence: ', 'predicate: former team, subject: akeem ayers, object: new england patriots, sentence: '}",2,Akeem Ayers was number 39 in the draft pick and his former team was New England Patriots.,0.999723117,,"akeem ayers, whose draft pick is 39, used to play for the new england patriots",0.962243378,,0.619134188,-1.961410165,0.94318485,0.361585522,0.362330159,"{'image_id': 'inst-565', 'Bleu_1': 0.6666666665777778, 'Bleu_2': 0.5773502691112712, 'Bleu_3': 0.4680926207118747, 'Bleu_4': 0.36158552246347797, 'METEOR': 0.3623301590688181, 'ROUGE_L': 0.6666666666666666, 'CIDEr': 3.311908550055596}","akeem ayers, who was number 39 in the draft pick, used to play for the new england patriots",0.983231157,,0.664126396,-1.345939279,0.96987796,0.498907097,0.412424338,"{'image_id': 'inst-565', 'Bleu_1': 0.7222222221820989, 'Bleu_2': 0.6517949073585934, 'Bleu_3': 0.5706896474932256, 'Bleu_4': 0.49890709726065063, 'METEOR': 0.4124243379241921, 'ROUGE_L': 0.7124887690925426, 'CIDEr': 4.422921666379316}",0.020987779,0.037479738,0.016491959,0.044992208,0.615470886,0.026693106,0.137321575,0.050094179
"{'predicate: runway length, subject: aarhus airport, object: 2777.0, sentence: ', 'predicate: runway name, subject: aarhus airport, object: 10r/28l, sentence: ', 'predicate: city served, subject: aarhus airport, object: aarhus, denmark, sentence: ', 'predicate: elevation above the sea level_(in_metres), subject: aarhus airport, object: 25.0, sentence: ', 'predicate: operating organisation, subject: aarhus airport, object: aarhus lufthavn a/s, sentence: '}",5,"Aarhus airport, serving Aarhus, Denmark, is located at 25 metres above sea level and operated by Aarhus Lufthavn A/S. The runway length is 2777.0 and is named 10R/28L.",0.964668119,,"operated by aarhus lufthavn a/s, aarhus airport serves the city of aarhus, denmark and is 25 metres above sea level. the runway name is 10r/28l and has a length of 2777.0",0.997840595,,0.713943958,-1.494277,0.9474609,0.438813281,0.440343044,"{'image_id': 'inst-1419', 'Bleu_1': 0.8064516128511966, 'Bleu_2': 0.6558258357412889, 'Bleu_3': 0.5293298046857425, 'Bleu_4': 0.4388132810213665, 'METEOR': 0.44034304364833415, 'ROUGE_L': 0.5483870967741935, 'CIDEr': 3.5086053272835698}","operated by aarhus lufthavn a/s, aarhus airport serves the city of aarhus, denmark. the airport is 25 metres above sea level and has a runway length of 2777.0 and 10r/28l is the runway name",0.988989818,,0.664149761,-1.140781522,0.9496207,0.397193058,0.441952042,"{'image_id': 'inst-1419', 'Bleu_1': 0.7941176470354672, 'Bleu_2': 0.6761798956709639, 'Bleu_3': 0.5047453729613396, 'Bleu_4': 0.39719305754970885, 'METEOR': 0.4419520420494835, 'ROUGE_L': 0.5252960172228203, 'CIDEr': 2.576108197287399}",-0.008850777,-0.033172476,-0.024321699,-0.049794197,0.353495479,0.002159834,-0.041620223,0.001608998
"{'predicate: demonym, subject: united states, object: americans, sentence: ', 'predicate: country, subject: angola, indiana, object: united states, sentence: ', 'predicate: is part of, subject: angola, indiana, object: pleasant township, steuben county, indiana, sentence: ', 'predicate: ethnic group, subject: united states, object: native americans in the united states, sentence: '}",4,"Angola, part of Pleasant Township, is in Steuben County, Indiana, USA. Americans, of which Native Americans are an ethnic group, live in the USA.",0.999914,,"the inhabitants of the united states are known as americans and include the ethnic group of native americans. the country is the location of angola, part of pleasant township, steuben county, indiana",0.999895141,,0.690470278,-2.211071491,0.93759423,0.520828995,0.425397417,"{'image_id': 'inst-1319', 'Bleu_1': 0.7966965661577365, 'Bleu_2': 0.717495881138268, 'Bleu_3': 0.6165447070426806, 'Bleu_4': 0.5208289951481077, 'METEOR': 0.4253974170233828, 'ROUGE_L': 0.5922330097087378, 'CIDEr': 2.006443566131312}","angola, pleasant township, steuben county, indiana is in the united states, where americans live and where native americans are an ethnic group",0.999751732,,0.665256381,-2.471354961,0.93550193,0.588934621,0.404109156,"{'image_id': 'inst-1319', 'Bleu_1': 0.9090909090082645, 'Bleu_2': 0.8322503784999193, 'Bleu_3': 0.7249202486010716, 'Bleu_4': 0.5889346209420679, 'METEOR': 0.4041091557127319, 'ROUGE_L': 0.5909090909090909, 'CIDEr': 2.5721933320790393}",-0.000143409,1.89E-05,0.000162269,-0.025213897,-0.26028347,-0.002092302,0.068105626,-0.021288261
"{'predicate: genre, subject: alan frew, object: rock music, sentence: ', 'predicate: music fusion genre, subject: rock music, object: bhangra (music), sentence: '}",2,"Alan Frew is a rock musician, which includes fusion and Bhangra styles.",0.999256323,,"alan frew is a performer of rock music, of which bhangra music is a fusion",0.999319345,,0.665347576,-1.711366653,0.9528606,0.52331757,0.374033032,"{'image_id': 'inst-553', 'Bleu_1': 0.8666666665511112, 'Bleu_2': 0.7464200271908793, 'Bleu_3': 0.6694329499895607, 'Bleu_4': 0.5233175696221318, 'METEOR': 0.3740330324712847, 'ROUGE_L': 0.7333333333333334, 'CIDEr': 3.149780768252977}","alan frew is a performer of rock music, of which bhangra music is a fusion",0.999319345,,0.665347576,-1.711366653,0.9528606,0.52331757,0.374033032,"{'image_id': 'inst-553', 'Bleu_1': 0.8666666665511112, 'Bleu_2': 0.7464200271908793, 'Bleu_3': 0.6694329499895607, 'Bleu_4': 0.5233175696221318, 'METEOR': 0.3740330324712847, 'ROUGE_L': 0.7333333333333334, 'CIDEr': 3.149780768252977}",0,-6.30E-05,-6.30E-05,0,0,0,0,0
"{'predicate: location, subject: alligator records, object: chicago, sentence: ', 'predicate: record label, subject: anders osborne, object: shanachie records, sentence: ', 'predicate: genre, subject: anders osborne, object: rock music, sentence: ', 'predicate: record label, subject: anders osborne, object: alligator records, sentence: '}",4,"Anders Osborne was signed to the Chicago based record label, Alligator Records. His genre is rock music and his record label is Shanachie Records.",0.999634912,,rock musician anders osborne is signed to shanachie records and chicago based alligator records,0.999401167,,0.665611207,-2.767358541,0.9189912,2.73E-05,0.355902814,"{'image_id': 'inst-1223', 'Bleu_1': 0.6065306596259863, 'Bleu_2': 0.44507182544378243, 'Bleu_3': 0.2155314113906884, 'Bleu_4': 2.7258248603117603e-05, 'METEOR': 0.3559028136004914, 'ROUGE_L': 0.40197693574958815, 'CIDEr': 0.7455645662012312}",rock musician anders osborne is signed to shanachie records and chicago based alligator records,0.999401167,,0.665611207,-2.767359734,0.9189912,2.73E-05,0.355902814,"{'image_id': 'inst-1223', 'Bleu_1': 0.6065306596259863, 'Bleu_2': 0.44507182544378243, 'Bleu_3': 0.2155314113906884, 'Bleu_4': 2.7258248603117603e-05, 'METEOR': 0.3559028136004914, 'ROUGE_L': 0.40197693574958815, 'CIDEr': 0.7455645662012312}",0,0.000233745,0.000233745,0,-1.19E-06,0,0,0
